lexeme	ambiguous	mode	model	score
음식	0	weighted	w2v	40.7247
빈소	0	weighted	w2v	40.7163
자격	1	weighted	w2v	40.7285
쇼	1	weighted	w2v	40.7407
변명	0	weighted	w2v	40.7529
플랫폼	0	weighted	w2v	40.7651
문구	0	weighted	w2v	40.7567
약화	1	weighted	w2v	40.7484
박사	0	weighted	w2v	40.74
관세	1	weighted	w2v	40.7522
검사	1	weighted	w2v	40.7643
리모델링	0	weighted	w2v	40.756
임플란트	0	weighted	w2v	40.7476
용역	0	weighted	w2v	40.7392
급등	0	weighted	w2v	40.7309
왕조	0	weighted	w2v	40.743
파기	1	weighted	w2v	40.7347
구두	0	weighted	w2v	40.7468
활로	0	weighted	w2v	40.7385
홍	0	weighted	w2v	40.7506
절대	0	weighted	w2v	40.7423
멘토링	0	weighted	w2v	40.7544
성비	0	weighted	w2v	40.7461
궐기	0	weighted	w2v	40.7582
멜로디	0	weighted	w2v	40.7498
록	0	weighted	w2v	40.7415
최선	1	weighted	w2v	40.7536
착각	0	weighted	w2v	40.7453
화해	1	weighted	w2v	40.7369
사우디	0	weighted	w2v	40.7286
야권	0	weighted	w2v	40.7203
구독	0	weighted	w2v	40.7119
고심	0	weighted	w2v	40.7036
방재	0	weighted	w2v	40.6953
하남	0	weighted	w2v	40.687
비교	1	weighted	w2v	40.6787
어르신	0	weighted	w2v	40.6703
난리	0	weighted	w2v	40.662
결례	0	weighted	w2v	40.6537
유도	1	weighted	w2v	40.6658
원천	1	weighted	w2v	40.678
번영	0	weighted	w2v	40.6697
총격	0	weighted	w2v	40.6818
충북	0	weighted	w2v	40.6735
고구마	0	weighted	w2v	40.6856
횡령	0	weighted	w2v	40.6773
채널	1	weighted	w2v	40.6894
공로	1	weighted	w2v	40.7015
분화	0	weighted	w2v	40.6932
독단	0	weighted	w2v	40.6849
현판	0	weighted	w2v	40.697
여유	1	weighted	w2v	40.709
관건	1	weighted	w2v	40.7008
식단	0	weighted	w2v	40.6925
개전	0	weighted	w2v	40.6842
기치	0	weighted	w2v	40.6963
별개	0	weighted	w2v	40.688
열도	1	weighted	w2v	40.7
장악	0	weighted	w2v	40.7121
정착	1	weighted	w2v	40.7038
소각	0	weighted	w2v	40.7159
결의	0	weighted	w2v	40.7279
의도	1	weighted	w2v	40.74
취업	0	weighted	w2v	40.7317
연재	0	weighted	w2v	40.7234
학문	0	weighted	w2v	40.7152
결말	0	weighted	w2v	40.7069
주최	0	weighted	w2v	40.7189
굴기	0	weighted	w2v	40.731
호수	0	weighted	w2v	40.7227
체화	0	weighted	w2v	40.7144
거인	0	weighted	w2v	40.7062
천막	0	weighted	w2v	40.6979
디지털	0	weighted	w2v	40.6897
붐	0	weighted	w2v	40.6814
인류	1	weighted	w2v	40.6732
정유	0	weighted	w2v	40.6649
핵심	0	weighted	w2v	40.6769
변인	0	weighted	w2v	40.6687
재생	1	weighted	w2v	40.6605
굴욕	0	weighted	w2v	40.6522
체험	0	weighted	w2v	40.6642
인	1	weighted	w2v	40.6763
복도	0	weighted	w2v	40.668
이용	1	weighted	w2v	40.68
팡파르	0	weighted	w2v	40.6718
다운로드	0	weighted	w2v	40.6636
풍력	0	weighted	w2v	40.6553
도구	0	weighted	w2v	40.6471
우화	0	weighted	w2v	40.6389
인장	0	weighted	w2v	40.6307
직구	0	weighted	w2v	40.6225
간주	0	weighted	w2v	40.6143
국	0	weighted	w2v	40.6061
가수	0	weighted	w2v	40.5979
삶	0	weighted	w2v	40.5897
릴리스	0	weighted	w2v	40.5815
일종	0	weighted	w2v	40.5733
기각	1	weighted	w2v	40.5853
독점	1	weighted	w2v	40.5973
원망	0	weighted	w2v	40.5891
소말리아	0	weighted	w2v	40.601
비월	0	weighted	w2v	40.5929
소개	1	weighted	w2v	40.6048
수색	1	weighted	w2v	40.6168
목차	0	weighted	w2v	40.6086
문호	1	weighted	w2v	40.6004
피	0	weighted	w2v	40.6124
지금	1	weighted	w2v	40.6042
창녕	0	weighted	w2v	40.5961
지붕	0	weighted	w2v	40.5879
입항	0	weighted	w2v	40.5797
편곡	0	weighted	w2v	40.5715
죄	1	weighted	w2v	40.5634
해제	0	weighted	w2v	40.5552
여분	0	weighted	w2v	40.5471
구색	0	weighted	w2v	40.5389
리사이틀	0	weighted	w2v	40.5308
관여	0	weighted	w2v	40.5226
체크	0	weighted	w2v	40.5346
하	0	weighted	w2v	40.5264
오리무중	0	weighted	w2v	40.5183
연정	0	weighted	w2v	40.5302
발표	1	weighted	w2v	40.5221
당국	1	weighted	w2v	40.534
후원	1	weighted	w2v	40.546
출산	0	weighted	w2v	40.5378
성별	0	weighted	w2v	40.5297
고인	1	weighted	w2v	40.5416
정례	0	weighted	w2v	40.5535
구인	0	weighted	w2v	40.5454
노인	0	weighted	w2v	40.5373
영장	0	weighted	w2v	40.5292
제조	0	weighted	w2v	40.521
잠	0	weighted	w2v	40.5129
퍼포먼스	0	weighted	w2v	40.5048
뉴올리언스	0	weighted	w2v	40.4967
월급	0	weighted	w2v	40.4886
뜻	1	weighted	w2v	40.5005
국악	0	weighted	w2v	40.4924
상봉	0	weighted	w2v	40.5043
윔블던	0	weighted	w2v	40.5162
역대	1	weighted	w2v	40.5281
재주	0	weighted	w2v	40.52
행방	0	weighted	w2v	40.5119
자취	0	weighted	w2v	40.5038
변상	0	weighted	w2v	40.4957
동행	0	weighted	w2v	40.4876
용변	0	weighted	w2v	40.4795
일부	0	weighted	w2v	40.4714
대함	0	weighted	w2v	40.4634
우파	0	weighted	w2v	40.4553
잭슨	0	weighted	w2v	40.4472
혁신	0	weighted	w2v	40.4391
담당	1	weighted	w2v	40.4311
종돈	0	weighted	w2v	40.423
벨리즈	0	weighted	w2v	40.4149
과일	0	weighted	w2v	40.4069
희망	1	weighted	w2v	40.4187
인원	0	weighted	w2v	40.4306
시위	1	weighted	w2v	40.4425
병	1	weighted	w2v	40.4344
공실	0	weighted	w2v	40.4264
에피소드	0	weighted	w2v	40.4382
개척	0	weighted	w2v	40.4302
석탄	0	weighted	w2v	40.4221
양	1	weighted	w2v	40.434
축전	0	weighted	w2v	40.426
모	0	weighted	w2v	40.4179
방종	0	weighted	w2v	40.4298
물류	1	weighted	w2v	40.4416
강릉	1	weighted	w2v	40.4535
엄지	0	weighted	w2v	40.4454
전시	1	weighted	w2v	40.4573
북남	0	weighted	w2v	40.4492
의군	0	weighted	w2v	40.4412
집합	0	weighted	w2v	40.453
파리	0	weighted	w2v	40.4648
지회	0	weighted	w2v	40.4767
배경	1	weighted	w2v	40.4885
각목	0	weighted	w2v	40.4804
사이버	0	weighted	w2v	40.4923
선대	0	weighted	w2v	40.4842
공지	0	weighted	w2v	40.4762
집권	0	weighted	w2v	40.4682
상의	1	weighted	w2v	40.48
파괴	1	weighted	w2v	40.4918
사실	1	weighted	w2v	40.5036
연상	0	weighted	w2v	40.4955
명절	1	weighted	w2v	40.4875
교비	0	weighted	w2v	40.4795
수치	1	weighted	w2v	40.4715
공복	0	weighted	w2v	40.4635
본상	0	weighted	w2v	40.4752
근거	1	weighted	w2v	40.487
허물	0	weighted	w2v	40.479
환생	0	weighted	w2v	40.471
연고	0	weighted	w2v	40.463
직진	0	weighted	w2v	40.455
사이클론	0	weighted	w2v	40.447
민원	0	weighted	w2v	40.439
팸플릿	0	weighted	w2v	40.4508
급박	0	weighted	w2v	40.4625
신용	0	weighted	w2v	40.4743
병력	0	weighted	w2v	40.4663
행운	0	weighted	w2v	40.4583
퇴위	0	weighted	w2v	40.4503
위상	0	weighted	w2v	40.4621
국수	0	weighted	w2v	40.4541
립장	0	weighted	w2v	40.4659
설	1	weighted	w2v	40.4579
학급	0	weighted	w2v	40.4499
저항	1	weighted	w2v	40.4616
선비	1	weighted	w2v	40.4734
격변	0	weighted	w2v	40.4654
자식	0	weighted	w2v	40.4574
바가지	0	weighted	w2v	40.4494
백서	0	weighted	w2v	40.4415
시절	1	weighted	w2v	40.4532
핸디	0	weighted	w2v	40.4452
티브이	0	weighted	w2v	40.4373
예방	1	weighted	w2v	40.449
출국	0	weighted	w2v	40.441
임시	1	weighted	w2v	40.4331
본체	0	weighted	w2v	40.4448
선관위	0	weighted	w2v	40.4565
자장면	0	weighted	w2v	40.4486
찬양	0	weighted	w2v	40.4603
술	0	weighted	w2v	40.472
컬러	0	weighted	w2v	40.4837
조금	0	weighted	w2v	40.4954
개교	0	weighted	w2v	40.5071
방영	0	weighted	w2v	40.4991
스스로	0	weighted	w2v	40.4912
공약	0	weighted	w2v	40.4832
차이	0	weighted	w2v	40.4949
옥천	0	weighted	w2v	40.4869
소장	1	weighted	w2v	40.4986
연설	0	weighted	w2v	40.4907
초록	0	weighted	w2v	40.4827
신종	1	weighted	w2v	40.4748
애초	1	weighted	w2v	40.4865
가증	0	weighted	w2v	40.4981
사항	0	weighted	w2v	40.5098
실망	1	weighted	w2v	40.5215
이후	1	weighted	w2v	40.5331
해당	1	weighted	w2v	40.5448
모시	0	weighted	w2v	40.5368
부서	0	weighted	w2v	40.5289
계속	1	weighted	w2v	40.521
베를린	0	weighted	w2v	40.513
활기	0	weighted	w2v	40.5051
모임	0	weighted	w2v	40.4972
규명	0	weighted	w2v	40.5088
비	1	weighted	w2v	40.5204
개봉	0	weighted	w2v	40.5125
채찍	0	weighted	w2v	40.5046
밥	1	weighted	w2v	40.5162
업주	0	weighted	w2v	40.5083
차주	1	weighted	w2v	40.5004
논조	0	weighted	w2v	40.512
경쟁	0	weighted	w2v	40.5041
혜안	0	weighted	w2v	40.5157
위협	0	weighted	w2v	40.5078
테이블	0	weighted	w2v	40.5194
청문	0	weighted	w2v	40.5115
과	0	weighted	w2v	40.5231
사고	1	weighted	w2v	40.5152
연대	1	weighted	w2v	40.5268
절약	0	weighted	w2v	40.5189
기증	0	weighted	w2v	40.5305
한니발	0	weighted	w2v	40.5226
법치	0	weighted	w2v	40.5147
유속	0	weighted	w2v	40.5068
걱정	0	weighted	w2v	40.5184
편법	0	weighted	w2v	40.5105
추구	1	weighted	w2v	40.5221
절반	0	weighted	w2v	40.5337
입성	0	weighted	w2v	40.5258
작자	0	weighted	w2v	40.5179
유세	0	weighted	w2v	40.51
멤버십	0	weighted	w2v	40.5216
트리어	0	weighted	w2v	40.5137
구호	0	weighted	w2v	40.5058
광부	0	weighted	w2v	40.498
선임	1	weighted	w2v	40.5095
미비	0	weighted	w2v	40.5017
식품	0	weighted	w2v	40.4938
저축	0	weighted	w2v	40.4859
공감	0	weighted	w2v	40.478
어불성설	0	weighted	w2v	40.4702
작전	1	weighted	w2v	40.4817
공직	0	weighted	w2v	40.4739
남자	1	weighted	w2v	40.466
반	1	weighted	w2v	40.4776
재해	0	weighted	w2v	40.4697
비화	0	weighted	w2v	40.4813
진입	0	weighted	w2v	40.4734
진출	1	weighted	w2v	40.4656
개설	0	weighted	w2v	40.4771
슬래브	0	weighted	w2v	40.4887
항쟁	0	weighted	w2v	40.5002
태풍	0	weighted	w2v	40.5117
통행	0	weighted	w2v	40.5039
육류	0	weighted	w2v	40.496
왕실	0	weighted	w2v	40.4882
인기	1	weighted	w2v	40.4803
시시각각	0	weighted	w2v	40.4725
애니메이션	0	weighted	w2v	40.4647
충족	1	weighted	w2v	40.4568
캠코	0	weighted	w2v	40.4684
가문	0	weighted	w2v	40.4605
대의	0	weighted	w2v	40.472
밀착	0	weighted	w2v	40.4836
격	0	weighted	w2v	40.4951
연전	0	weighted	w2v	40.4872
기획	0	weighted	w2v	40.4987
군대	0	weighted	w2v	40.4909
강력	1	weighted	w2v	40.5024
시속	0	weighted	w2v	40.4946
지평	0	weighted	w2v	40.4868
대한	0	weighted	w2v	40.4983
하루	1	weighted	w2v	40.5098
페널티	0	weighted	w2v	40.5212
가뭄	0	weighted	w2v	40.5327
포착	0	weighted	w2v	40.5249
본의	0	weighted	w2v	40.5364
금	1	weighted	w2v	40.5478
겨울	0	weighted	w2v	40.54
세이브	0	weighted	w2v	40.5322
오디오	0	weighted	w2v	40.5437
기여	1	weighted	w2v	40.5551
발효	0	weighted	w2v	40.5473
돌진	0	weighted	w2v	40.5395
경계	1	weighted	w2v	40.551
평탄	0	weighted	w2v	40.5431
대표	1	weighted	w2v	40.5546
불좌	0	weighted	w2v	40.566
난색	0	weighted	w2v	40.5582
통일	0	weighted	w2v	40.5697
진통	1	weighted	w2v	40.5619
패러디	0	weighted	w2v	40.5541
요절	0	weighted	w2v	40.5655
부양	1	weighted	w2v	40.5769
대기	1	weighted	w2v	40.5691
질책	0	weighted	w2v	40.5613
개원	1	weighted	w2v	40.5535
폴	0	weighted	w2v	40.5457
주초	0	weighted	w2v	40.5379
장편	1	weighted	w2v	40.5494
스카우트	0	weighted	w2v	40.5416
명상	1	weighted	w2v	40.5338
진심	0	weighted	w2v	40.526
처분	1	weighted	w2v	40.5182
공군	0	weighted	w2v	40.5296
실세	0	weighted	w2v	40.5219
영위	0	weighted	w2v	40.5141
농사	0	weighted	w2v	40.5063
외압	0	weighted	w2v	40.5177
투입	0	weighted	w2v	40.5291
신약	0	weighted	w2v	40.5405
기약	0	weighted	w2v	40.5519
날씨	0	weighted	w2v	40.5633
건축	0	weighted	w2v	40.5747
교칙	0	weighted	w2v	40.5861
톱	0	weighted	w2v	40.5783
해고	0	weighted	w2v	40.5706
스톨리핀	0	weighted	w2v	40.5628
베트남	0	weighted	w2v	40.555
왕릉	0	weighted	w2v	40.5664
하이커우	0	weighted	w2v	40.5586
항체	0	weighted	w2v	40.5509
단편	0	weighted	w2v	40.5622
동독	0	weighted	w2v	40.5545
대중	0	weighted	w2v	40.5659
당첨	0	weighted	w2v	40.5772
자급	0	weighted	w2v	40.5695
동일	0	weighted	w2v	40.5808
몰락	0	weighted	w2v	40.5731
상설	0	weighted	w2v	40.5653
대원	0	weighted	w2v	40.5576
정비	1	weighted	w2v	40.5498
목회	0	weighted	w2v	40.5421
위신	0	weighted	w2v	40.5534
장면	1	weighted	w2v	40.5648
성금	1	weighted	w2v	40.5761
우라와	0	weighted	w2v	40.5684
의향	0	weighted	w2v	40.5797
망자	0	weighted	w2v	40.572
상표	0	weighted	w2v	40.5642
전무	0	weighted	w2v	40.5565
메주	0	weighted	w2v	40.5678
무효	1	weighted	w2v	40.5792
관전	0	weighted	w2v	40.5905
에어버스	0	weighted	w2v	40.5827
주효	0	weighted	w2v	40.575
당초	0	weighted	w2v	40.5673
승산	0	weighted	w2v	40.5596
낙하	0	weighted	w2v	40.5709
지칭	0	weighted	w2v	40.5822
싹	0	weighted	w2v	40.5745
새	1	weighted	w2v	40.5858
음료	0	weighted	w2v	40.5781
신라	0	weighted	w2v	40.5894
라이터	0	weighted	w2v	40.6006
특강	0	weighted	w2v	40.5929
성역	0	weighted	w2v	40.6042
횡포	0	weighted	w2v	40.5965
패치	0	weighted	w2v	40.5888
인상	1	weighted	w2v	40.6001
상소	0	weighted	w2v	40.5924
중지	0	weighted	w2v	40.5847
연구	1	weighted	w2v	40.5959
감상	1	weighted	w2v	40.6072
기침	0	weighted	w2v	40.5995
의외	0	weighted	w2v	40.5918
고혈	0	weighted	w2v	40.5841
목욕	0	weighted	w2v	40.5764
탈레반	0	weighted	w2v	40.5877
계류	0	weighted	w2v	40.58
연내	0	weighted	w2v	40.5723
카슨	0	weighted	w2v	40.5836
내수	0	weighted	w2v	40.5948
배급	0	weighted	w2v	40.5871
북미	0	weighted	w2v	40.5794
졸속	0	weighted	w2v	40.5907
연결	1	weighted	w2v	40.6019
오케스트라	0	weighted	w2v	40.6132
혈투	0	weighted	w2v	40.6244
그린피스	0	weighted	w2v	40.6167
합성	1	weighted	w2v	40.609
움직임	1	weighted	w2v	40.6014
파키스탄	0	weighted	w2v	40.5937
이권	0	weighted	w2v	40.586
트레일	0	weighted	w2v	40.5972
사	1	weighted	w2v	40.5896
국정	1	weighted	w2v	40.5819
폭로	0	weighted	w2v	40.5742
숙제	1	weighted	w2v	40.5855
위장	0	weighted	w2v	40.5967
특화	0	weighted	w2v	40.6079
체납	0	weighted	w2v	40.6002
감금	0	weighted	w2v	40.5926
보합	0	weighted	w2v	40.5849
녹취	0	weighted	w2v	40.5772
상종	0	weighted	w2v	40.5696
수주	1	weighted	w2v	40.5619
층	1	weighted	w2v	40.5543
시력	0	weighted	w2v	40.5467
재연	1	weighted	w2v	40.539
연도	0	weighted	w2v	40.5314
방법	0	weighted	w2v	40.5426
개소	0	weighted	w2v	40.5538
경선	0	weighted	w2v	40.5461
몰타	0	weighted	w2v	40.5385
입시	1	weighted	w2v	40.5497
용도	0	weighted	w2v	40.5609
국회	1	weighted	w2v	40.5721
바이어	0	weighted	w2v	40.5644
환송	0	weighted	w2v	40.5568
주의	1	weighted	w2v	40.568
배후	1	weighted	w2v	40.5604
해명	0	weighted	w2v	40.5715
해킹	0	weighted	w2v	40.5639
자랑	0	weighted	w2v	40.5563
엑스포	0	weighted	w2v	40.5675
교지	0	weighted	w2v	40.5786
경비	1	weighted	w2v	40.5898
위폐	0	weighted	w2v	40.5822
유망	0	weighted	w2v	40.5745
변심	0	weighted	w2v	40.5857
북부	0	weighted	w2v	40.5968
비치	0	weighted	w2v	40.608
계곡	0	weighted	w2v	40.6191
매점	0	weighted	w2v	40.6115
친지	0	weighted	w2v	40.6039
심해	0	weighted	w2v	40.615
진드기	0	weighted	w2v	40.6074
발언	1	weighted	w2v	40.6186
스캔들	0	weighted	w2v	40.6109
온라인	0	weighted	w2v	40.6221
핸드백	0	weighted	w2v	40.6332
허사	0	weighted	w2v	40.6443
거주	0	weighted	w2v	40.6367
승차	0	weighted	w2v	40.6478
터	0	weighted	w2v	40.6589
일기	1	weighted	w2v	40.6513
국영수	0	weighted	w2v	40.6437
가짜	0	weighted	w2v	40.6548
학사	0	weighted	w2v	40.6659
형태	1	weighted	w2v	40.677
사형	0	weighted	w2v	40.6881
입법	0	weighted	w2v	40.6992
취미	0	weighted	w2v	40.7103
부정	1	weighted	w2v	40.7027
귀농	0	weighted	w2v	40.7138
개체	0	weighted	w2v	40.7248
사육	0	weighted	w2v	40.7359
수익	1	weighted	w2v	40.747
비하	0	weighted	w2v	40.7394
인터뷰	0	weighted	w2v	40.7504
명성	0	weighted	w2v	40.7428
군포	0	weighted	w2v	40.7539
잠정	0	weighted	w2v	40.7463
실적	0	weighted	w2v	40.7573
국빈	0	weighted	w2v	40.7497
금고	1	weighted	w2v	40.7421
공제	0	weighted	w2v	40.7345
분기	1	weighted	w2v	40.7456
풍	0	weighted	w2v	40.7566
축	0	weighted	w2v	40.749
영문	0	weighted	w2v	40.7414
극찬	0	weighted	w2v	40.7338
마비	1	weighted	w2v	40.7449
논객	0	weighted	w2v	40.7373
만남	0	weighted	w2v	40.7297
휴업	0	weighted	w2v	40.7221
여단	0	weighted	w2v	40.7146
하위	0	weighted	w2v	40.7256
폴란드	0	weighted	w2v	40.7366
애정	1	weighted	w2v	40.7476
이미지	1	weighted	w2v	40.7401
상시	1	weighted	w2v	40.7511
매력	0	weighted	w2v	40.7621
택배	0	weighted	w2v	40.7731
행위	1	weighted	w2v	40.7841
고객	1	weighted	w2v	40.7765
환율	0	weighted	w2v	40.7689
안내	1	weighted	w2v	40.7799
페미니즘	0	weighted	w2v	40.7909
재정	1	weighted	w2v	40.8019
배제	1	weighted	w2v	40.8129
신체	0	weighted	w2v	40.8239
페스티벌	0	weighted	w2v	40.8349
트래픽	0	weighted	w2v	40.8273
주력	1	weighted	w2v	40.8383
극우	0	weighted	w2v	40.8307
크롬	0	weighted	w2v	40.8417
평생	0	weighted	w2v	40.8526
이름	1	weighted	w2v	40.8636
참사	1	weighted	w2v	40.856
크리스마스	0	weighted	w2v	40.8485
불능	0	weighted	w2v	40.8594
세월	0	weighted	w2v	40.8704
신년	0	weighted	w2v	40.8628
이웃	0	weighted	w2v	40.8552
엘티이	0	weighted	w2v	40.8477
캐나다	0	weighted	w2v	40.8401
모바일	0	weighted	w2v	40.8326
귀결	0	weighted	w2v	40.8435
갑절	0	weighted	w2v	40.836
자녀	0	weighted	w2v	40.8284
축하	0	weighted	w2v	40.8209
스타디움	0	weighted	w2v	40.8133
시행	1	weighted	w2v	40.8058
포장	0	weighted	w2v	40.7982
자초	0	weighted	w2v	40.8092
이번	0	weighted	w2v	40.8016
외부	1	weighted	w2v	40.8126
조례	0	weighted	w2v	40.805
악법	0	weighted	w2v	40.7975
리더십	0	weighted	w2v	40.79
선명	0	weighted	w2v	40.7824
전년	0	weighted	w2v	40.7934
선동	0	weighted	w2v	40.7858
단정	0	weighted	w2v	40.7783
태도	1	weighted	w2v	40.7892
질소	0	weighted	w2v	40.7817
상가	1	weighted	w2v	40.7742
대대	0	weighted	w2v	40.7667
경	0	weighted	w2v	40.7592
봉변	0	weighted	w2v	40.7517
입지	1	weighted	w2v	40.7626
재원	0	weighted	w2v	40.7551
분산	1	weighted	w2v	40.7476
편중	0	weighted	w2v	40.7401
버섯	0	weighted	w2v	40.751
각인	0	weighted	w2v	40.7435
펜싱	0	weighted	w2v	40.7544
최악	0	weighted	w2v	40.7653
긴장	1	weighted	w2v	40.7578
막내	0	weighted	w2v	40.7503
복무	0	weighted	w2v	40.7428
수일	0	weighted	w2v	40.7353
중재	0	weighted	w2v	40.7278
수해	0	weighted	w2v	40.7203
종일	0	weighted	w2v	40.7128
주체	1	weighted	w2v	40.7054
청장	0	weighted	w2v	40.6979
조짐	0	weighted	w2v	40.7088
발생	0	weighted	w2v	40.7013
서해	0	weighted	w2v	40.6938
현장	1	weighted	w2v	40.7047
권익	0	weighted	w2v	40.6972
양원	0	weighted	w2v	40.6898
이모	0	weighted	w2v	40.7007
회담	0	weighted	w2v	40.7115
온상	0	weighted	w2v	40.7224
떼	0	weighted	w2v	40.7149
휴식	0	weighted	w2v	40.7258
음란	0	weighted	w2v	40.7183
감미	0	weighted	w2v	40.7109
급락	0	weighted	w2v	40.7034
미	1	weighted	w2v	40.7143
주변	1	weighted	w2v	40.7068
주재	1	weighted	w2v	40.7177
행진	1	weighted	w2v	40.7285
치아	0	weighted	w2v	40.7211
수교	1	weighted	w2v	40.7319
원안	0	weighted	w2v	40.7245
솔로	0	weighted	w2v	40.717
체인	1	weighted	w2v	40.7279
어	0	weighted	w2v	40.7204
제품	1	weighted	w2v	40.7313
처장	0	weighted	w2v	40.7238
국채	0	weighted	w2v	40.7346
황서	0	weighted	w2v	40.7272
허기	0	weighted	w2v	40.7198
제방	0	weighted	w2v	40.7123
프로	1	weighted	w2v	40.7049
보강	0	weighted	w2v	40.6975
차관	0	weighted	w2v	40.69
배터리	0	weighted	w2v	40.6826
모스크바	0	weighted	w2v	40.6752
항거	0	weighted	w2v	40.6678
모국	0	weighted	w2v	40.6603
차례	1	weighted	w2v	40.6712
도난	0	weighted	w2v	40.6637
파편	0	weighted	w2v	40.6563
오븐	0	weighted	w2v	40.6489
지름	0	weighted	w2v	40.6415
서정	0	weighted	w2v	40.6341
원정	1	weighted	w2v	40.6267
원리	1	weighted	w2v	40.6193
가을	0	weighted	w2v	40.6301
늑장	0	weighted	w2v	40.6227
행보	1	weighted	w2v	40.6335
솔선	0	weighted	w2v	40.6261
연말	0	weighted	w2v	40.6369
이완	0	weighted	w2v	40.6295
한류	0	weighted	w2v	40.6222
추위	1	weighted	w2v	40.6148
과욕	0	weighted	w2v	40.6074
생도	0	weighted	w2v	40.6182
스노보드	0	weighted	w2v	40.6108
아량	0	weighted	w2v	40.6034
판타지	1	weighted	w2v	40.596
농촌	0	weighted	w2v	40.6068
노후	1	weighted	w2v	40.5995
경영	0	weighted	w2v	40.6102
의상	1	weighted	w2v	40.6029
램	0	weighted	w2v	40.6137
반향	0	weighted	w2v	40.6244
도출	0	weighted	w2v	40.6171
빈티지	0	weighted	w2v	40.6097
문항	0	weighted	w2v	40.6023
석탑	0	weighted	w2v	40.6131
플랜트	0	weighted	w2v	40.6057
타박	0	weighted	w2v	40.6165
저지	0	weighted	w2v	40.6273
여과	0	weighted	w2v	40.6199
두려움	0	weighted	w2v	40.6307
엔	0	weighted	w2v	40.6233
침	0	weighted	w2v	40.6159
광주	0	weighted	w2v	40.6086
차원	1	weighted	w2v	40.6012
생선	0	weighted	w2v	40.5939
생존	0	weighted	w2v	40.6046
포도	0	weighted	w2v	40.6154
구비	0	weighted	w2v	40.608
대개	0	weighted	w2v	40.6007
표류	0	weighted	w2v	40.5933
백련	0	weighted	w2v	40.586
국익	0	weighted	w2v	40.5787
영리	0	weighted	w2v	40.5713
각론	0	weighted	w2v	40.5821
라마	0	weighted	w2v	40.5928
악용	0	weighted	w2v	40.6035
야간	0	weighted	w2v	40.5962
액세서리	0	weighted	w2v	40.6069
오해	1	weighted	w2v	40.6177
여군	0	weighted	w2v	40.6103
리야드	0	weighted	w2v	40.603
세대	1	weighted	w2v	40.5957
급전	0	weighted	w2v	40.5883
시정	1	weighted	w2v	40.5991
막강	0	weighted	w2v	40.6098
아파트	0	weighted	w2v	40.6025
격앙	0	weighted	w2v	40.5951
기녀	0	weighted	w2v	40.6058
포섭	0	weighted	w2v	40.5985
싸움	0	weighted	w2v	40.5912
난민	0	weighted	w2v	40.5839
탄압	0	weighted	w2v	40.5946
호전	0	weighted	w2v	40.6053
플레이어	0	weighted	w2v	40.598
고도	0	weighted	w2v	40.6087
처리	1	weighted	w2v	40.6014
반군	0	weighted	w2v	40.6121
요인	1	weighted	w2v	40.6228
장관	1	weighted	w2v	40.6154
시드니	0	weighted	w2v	40.6261
소복	0	weighted	w2v	40.6188
회보	0	weighted	w2v	40.6115
예치	0	weighted	w2v	40.6222
바람	1	weighted	w2v	40.6329
삼진	0	weighted	w2v	40.6256
조선	1	weighted	w2v	40.6362
전서	0	weighted	w2v	40.6289
경품	0	weighted	w2v	40.6396
석사	0	weighted	w2v	40.6323
가마	0	weighted	w2v	40.625
벼	0	weighted	w2v	40.6357
영물	0	weighted	w2v	40.6284
목포	0	weighted	w2v	40.6211
운송	0	weighted	w2v	40.6138
슈만	0	weighted	w2v	40.6065
송사	0	weighted	w2v	40.5992
탈락	0	weighted	w2v	40.5919
구축	1	weighted	w2v	40.6026
경연	0	weighted	w2v	40.5953
여파	0	weighted	w2v	40.606
열	1	weighted	w2v	40.6166
모두	0	weighted	w2v	40.6093
참선	0	weighted	w2v	40.602
불륜	0	weighted	w2v	40.5948
순록	0	weighted	w2v	40.5875
사비	0	weighted	w2v	40.5802
고집	0	weighted	w2v	40.573
남측	0	weighted	w2v	40.5657
내각	0	weighted	w2v	40.5763
묘소	1	weighted	w2v	40.587
탑재	1	weighted	w2v	40.5797
티베트	0	weighted	w2v	40.5903
일각	0	weighted	w2v	40.601
수첩	0	weighted	w2v	40.5937
기능	1	weighted	w2v	40.6043
한지	0	weighted	w2v	40.6149
성분	0	weighted	w2v	40.6077
가정	1	weighted	w2v	40.6183
공습	0	weighted	w2v	40.6289
라식	0	weighted	w2v	40.6395
증시	0	weighted	w2v	40.6323
역	1	weighted	w2v	40.6429
임기	1	weighted	w2v	40.6535
메르스	0	weighted	w2v	40.664
게바라	0	weighted	w2v	40.6568
경과	0	weighted	w2v	40.6674
시스템	0	weighted	w2v	40.678
합심	0	weighted	w2v	40.6707
출혈	0	weighted	w2v	40.6635
음량	0	weighted	w2v	40.6562
순찰	0	weighted	w2v	40.6668
패인	0	weighted	w2v	40.6595
내부	1	weighted	w2v	40.6523
명목	1	weighted	w2v	40.645
아르피	0	weighted	w2v	40.6378
개조	0	weighted	w2v	40.6306
금지	1	weighted	w2v	40.6411
유례	0	weighted	w2v	40.6517
시엠에이	0	weighted	w2v	40.6623
통관	0	weighted	w2v	40.655
신작	0	weighted	w2v	40.6478
변론	0	weighted	w2v	40.6406
친형	0	weighted	w2v	40.6333
폭락	0	weighted	w2v	40.6439
지류	0	weighted	w2v	40.6545
